,id,name,coordinates,score,intro,images,tag_labels,attribution,price_tier,eatingout_score,breakfast,lunch,dinner,drinks,coffee,icecream,cuisine,price,latitude,longitude 
245,T__40d5d6aa19d3,Remy Bar De Tapas Y Vino,"{'latitude': -37.8568070831244, 'longitude': 145.02916140992556}",2.8263269617760898,One of the best restaurants. Remy Bar De Tapas Y Vino is a place worth considering for its delicious tapas and good wines. Has live music. Cheap prices and a fantastic atmosphere. A friendly owner.,[],"['lunch', 'dinner', 'cuisine', 'feature', 'character', 'eatingout', 'cuisine-Wine', 'cuisine-Tapas', 'eatingout_time', 'cuisine-Spanish', 'feature-Live_music', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,5.6526539235521795,0,1,1,0,0,0,"['Wine', 'Tapas', 'Spanish']",medium,-37.8568070831244,145.02916140992556
246,T__263747d3de09,The Premises,"{'latitude': -37.794293, 'longitude': 144.930214}",2.826304758104471,One of the best vegetarian restaurants in Melbourne. Good food and slow service. Fantastic coffee in a friendly atmosphere. Has takeaway. Expensive prices.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/1072618054', 'source_id': 'openstreetmap'}]",2.0,5.652609516208942,1,1,1,0,1,0,['unknown'],medium,-37.794293,144.930214
247,T__96cea9c616b7,Cherry & Twigs Cafe,"{'latitude': -37.82004, 'longitude': 144.9557185}",2.826185289586183,"Simple coffee shop with a nice menu and fantastic portions, located close to the Batman Park. Delicious eggs benedict and friendly staff. Good coffee in an intimate ambience. Extremely good value for money.",[],"['coffee', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'district-cbd', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'cuisine-Eggs_benedict', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/4677281000', 'source_id': 'openstreetmap'}]",,5.652370579172366,1,0,0,0,1,0,['Eggs_benedict'],medium,-37.82004,144.9557185
248,N__457815910,Koko Black,"{'latitude': -37.8017966, 'longitude': 144.9665445}",2.826169046114502,"Located in the centre in Melbourne. Koko Black is a place worth considering for its good desserts and fantastic coffee. Delicious dome, really expensive menu, friendly staff and a nice ambience.",[],"['coffee', 'cuisine', 'feature', 'district', 'icecream', 'eatingout', 'poitype-Cafe', 'cuisine-Dessert', 'feature-Takeaway', 'district-inner_north', 'district-little_italy', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/457815910', 'source_id': 'openstreetmap'}]",,5.652338092229004,0,0,0,0,1,1,['Dessert'],medium,-37.8017966,144.9665445
249,T__e48908b993f6,Red Door Corner Store Cafe,"{'latitude': -37.7728134, 'longitude': 145.0040563}",2.826148415367167,Local coffee shop with an outside garden. Located on a peaceful street in Northcote. Red Door Corner Store Cafe is a place worth considering for its good coffee. Lovely ambience. Friendly staff.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-northcote', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/1865193916', 'source_id': 'openstreetmap'}]",,5.652296830734334,1,1,0,0,1,0,['unknown'],medium,-37.7728134,145.0040563
250,T__84266196dea3,The Garden of Good & Evil,"{'latitude': -37.9669458, 'longitude': 145.0562914}",2.8258915583831543,The Garden of Good & Evil is a little coffee shop in Melbourne. Good tapas. Nice wines and really slow service. Eclectic menu and secret garden. Fantastic value for money and a really calming atmosphere. Typically frequented by a hip clientele.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'eatingout', 'cuisine-Beer', 'cuisine-Wine', 'poitype-Cafe', 'cuisine-Tapas', 'eatingout_time', 'cuisine-Spanish', 'feature-Live_music', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/5423796242', 'source_id': 'openstreetmap'}]",,5.651783116766309,0,1,1,0,1,0,"['Beer', 'Wine', 'Tapas', 'Spanish']",medium,-37.9669458,145.0562914
251,T__e533d8441201,Krimper,"{'latitude': -37.811229071981636, 'longitude': 144.96011150895075}",2.825858461397189,"Little coffee shop with a cool interior, located in a peaceful street. Krimper is a good choice for its good food and fantastic coffee. Reasonable prices and a relaxed atmosphere. Friendly staff.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'character', 'eatingout', 'district-cbd', 'poitype-Cafe', 'eatingout_time', 'character-Rustic', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.651716922794378,1,1,1,0,1,0,['unknown'],medium,-37.811229071981636,144.96011150895075
252,T__6e490ee57433,The Green Refectory,"{'latitude': -37.7747918, 'longitude': 144.9606604}",2.8256850660120163,"Easy to miss, but better you don't, The Green Refectory serves great value homemade food, and quality Illy coffee to accompany it. I'm a fan of the gourmet salads, especially the tangy couscous salad with pumpkin, snow peas and heaps of mint, and eye off the homemade muffins, famous for their large and irregularly shape, for later. The crowd is eclectic mix of the Brunswick artsy crowd, university students and young professionals pushing prams. I head to the outdoor area for a bit of space and it feels like I've stepped in someone's backyard, complete with garage at the back and outdoor toilet. Despite its non attendance in 'Signage 101' (look for the 'Illy' coffee sign that juts out from the front windows), the difficulty of locating this place hasn't affected its popularity at all",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'district-brunswick', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/5776748420', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/Northern%20suburbs', 'source_id': 'wikivoyage'}]",1.0,5.651370132024033,1,1,1,0,1,0,['unknown'],cheap,-37.7747918,144.9606604
253,T__887c76780527,Ricardo's,"{'latitude': -37.84129901604989, 'longitude': 144.95522882195877}",2.825094011038248,"The most friendly staff in the area, according to some people. Located close to the St Vincent Gardens in Melbourne. Good italian cuisine and fantastic wines. An extensive wine list. Reasonable prices and a fun ambience.",[],"['lunch', 'dinner', 'cuisine', 'character', 'eatingout', 'cuisine-Wine', 'eatingout_time', 'cuisine-Italian', 'poitype-Restaurant', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/way/836660885', 'source_id': 'openstreetmap'}]",,5.650188022076496,0,1,1,0,0,0,"['Wine', 'Italian']",medium,-37.84129901604989,144.95522882195877
254,T__65ff58ed6854,Mocha Jo's,"{'latitude': -37.8808218, 'longitude': 145.16325}",2.8248294232974414,"One of the best vegetarian restaurants in the area. Located in the centre in Melbourne. Mocha Jo's is a place worth considering for its good food and delicious coffee. Quite large portions, friendly staff and a fantastic atmosphere. Really fantastic value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/633904420', 'source_id': 'openstreetmap'}]",2.0,5.649658846594883,1,1,1,0,1,0,['unknown'],medium,-37.8808218,145.16325
255,T__6f8797b06f5a,The Peddler,"{'latitude': -37.8125159, 'longitude': 145.172222}",2.8246271043598323,The Peddler is a local coffee shop in Melbourne. Really good food in a lovely ambience. Good coffee and a friendly owner. Extraordinary fire place and nice menu. Really reasonable prices.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/1907864896', 'source_id': 'openstreetmap'}]",,5.649254208719665,1,1,0,0,1,0,['unknown'],medium,-37.8125159,145.172222
256,T__7fc18d5062df,Little Henri,"{'latitude': -37.7524004, 'longitude': 145.0017971}",2.8245884509483057,"Really cool venue with a fantastic menu, located in the centre. Delicious food and friendly staff. Good coffee. Reasonable prices and an amazing atmosphere.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/6017236221', 'source_id': 'openstreetmap'}]",,5.649176901896611,1,1,1,0,1,0,['unknown'],medium,-37.7524004,145.0017971
257,T__d8f7b6414eda,Hammer and Tong,"{'latitude': -37.7946063, 'longitude': 144.9793332}",2.824536101587041,Old venue with a unique menu. Vegetarian food and good coffee. Fantastic value for money and a nice ambience. Friendly staff.,[],"['coffee', 'dinner', 'cuisine', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-inner_east', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4788738821', 'source_id': 'openstreetmap'}]",2.0,5.649072203174082,1,0,1,0,1,0,['unknown'],medium,-37.7946063,144.9793332
258,T__e0cf2f57cba8,The Cheeky Squire,"{'latitude': -38.1451508, 'longitude': 145.1191175}",2.821439947725584,"One of the best restaurants in town. Located in a peaceful zone in Frankston. The Cheeky Squire is definitely a place worth considering for its good food. A casual seating area, friendly staff and a lovely ambience. Fantastic value for money.",[],"['lunch', 'drinks', 'cuisine', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'eatingout_time', 'cuisine-Australian', 'district-frankston', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/way/320766849', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/Frankston', 'source_id': 'wikivoyage'}]",,5.044154362556316,0,1,0,1,0,0,['Australian'],medium,-38.1451508,145.1191175
259,N__445258213,The London,"{'latitude': -37.8221435, 'longitude': 144.9936825}",2.8148042912619324,"The London is a large tavern, with lots of room to sit down and have a drink, or enjoy a high quality pub meal. Show sports on various channels. Can be very crowded during a big sporting event, and before and after an AFL match at the MCG.",[],"['drinks', 'cuisine', 'feature', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'eatingout_time', 'district-richmond', 'district-north_richmond', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/445258213', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/Inner%20east', 'source_id': 'wikivoyage'}]",1.0,5.052683373435113,0,0,0,1,0,0,['Beer'],cheap,-37.8221435,144.9936825
260,N__919327901,Royston Hotel,"{'latitude': -37.81644197064418, 'longitude': 145.01328525987674}",2.81154274434777,"Great local microbrewery beers, great pub food and quiet atmosphere. Don't bother with the restaurant section out back, just stick to the front bar. The chips are amazing value and Monday/Tuesday is locals night for slightly cheaper meals ($17-20). Avoid on Wednesdays unless you have a trivia booking or you may not find a seat.",[],"['drinks', 'cuisine', 'district', 'character', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'eatingout_time', 'district-richmond', 'district-north_richmond', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/way/430726531', 'source_id': 'openstreetmap'}, {'url': 'http://en.wikivoyage.org/wiki/Melbourne/Inner%20east', 'source_id': 'wikivoyage'}]",2.0,4.997435840995893,0,0,0,1,0,0,['Beer'],medium,-37.81644197064418,145.01328525987674
261,T__e6cb31cdc249,The Grand Trailer Park Taverna,"{'latitude': -37.812124, 'longitude': 144.970916}",2.810205848515233,"The Grand Trailer Park Taverna is an american restaurant in Melbourne close to the Velasquez Gallery. Good beers. A simple menu, big portions, friendly staff and a fantastic atmosphere. Reasonable prices. Usually frequented by a young clientele.",[],"['lunch', 'dinner', 'drinks', 'cuisine', 'feature', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Beer', 'district-cbd', 'eatingout_time', 'cuisine-Chinese', 'cuisine-Dessert', 'cuisine-Cocktail', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/611566484', 'source_id': 'openstreetmap'}]",,5.56364663875944,0,1,1,1,0,0,"['Beer', 'Chinese', 'Dessert', 'Cocktail']",medium,-37.812124,144.970916
262,N__776694546,Moroccan Soup Bar,"{'latitude': -37.784881, 'longitude': 144.9823421}",2.8074103461157707,One of the best vegetarian restaurants in Melbourne. Moroccan Soup Bar is a good option for its good desserts and delicious coffee. Has takeaway. Fantastic value for money and a nice atmosphere. Quick service. Usually frequented by really friendly people.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'eatingout', 'eatingout_time', 'cuisine-Dessert', 'feature-Takeaway', 'cuisine-Vegetarian', 'poitype-Restaurant', 'cuisine-North_african', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/776694546', 'source_id': 'openstreetmap'}]",2.0,5.614820692231541,0,1,1,0,1,0,"['Dessert', 'Vegetarian', 'North_african']",medium,-37.784881,144.9823421
263,T__706b213670e9,Dr. Morse,"{'latitude': -37.799833, 'longitude': 144.9941396}",2.804897012809235,Dr. Morse is an outdoor bar in Abbotsford. Delicious food and good beers. Has outdoor seating and takeaway. Fantastic value for money and a nice ambience. Some customers are disappointed about the bad service.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'district', 'breakfast', 'character', 'eatingout', 'cuisine-Beer', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'district-abbotsford', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/2631664980', 'source_id': 'openstreetmap'}]",1.0,5.60979402561847,1,1,0,0,1,0,['Beer'],cheap,-37.799833,144.9941396
264,T__2f3d085b0f95,Shira Nui,"{'latitude': -37.8787385, 'longitude': 145.1655673}",2.8047036129065157,Shira Nui is a japanese restaurant in Melbourne. Fantastic sushi and french wines. A big menu. Impeccable service and an intimate ambience. Quite reasonable prices.,[],"['lunch', 'dinner', 'cuisine', 'character', 'eatingout', 'cuisine-Sushi', 'eatingout_time', 'cuisine-Japanese', 'poitype-Restaurant', 'eatingout_establishment', 'character-Popular_with_locals', 'character-Reservation_recommended']","[{'url': 'http://www.openstreetmap.org/node/2564316256', 'source_id': 'openstreetmap'}]",2.0,5.609407225813031,0,1,1,0,0,0,"['Sushi', 'Japanese']",medium,-37.8787385,145.1655673
265,T__c1fac2e77338,rocksalt,"{'latitude': -37.9058439, 'longitude': 145.0040434}",2.804531081940681,The most beautiful restaurant in Melbourne. Rocksalt is definitely a place worth considering for its tasty food and good coffee. Has outdoor seating. Friendly staff and a nice ambience.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/6978808710', 'source_id': 'openstreetmap'}]",,5.609062163881362,1,1,1,0,1,0,['unknown'],medium,-37.9058439,145.0040434
266,T__c37aecc75daa,Cote Terra,"{'latitude': -37.89920621774287, 'longitude': 145.08840797892097}",2.804456926088762,"The most large coffee in the area, as some people say. Cote Terra is a good choice for its fantastic food. A little garden. Slow service and a lovely ambience. Good value for money.",[],"['lunch', 'coffee', 'cuisine', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/way/540188140', 'source_id': 'openstreetmap'}]",,5.608913852177524,1,1,0,0,1,0,['unknown'],medium,-37.89920621774287,145.08840797892097
267,T__30c7ad61afa1,Hey Jude's,"{'latitude': -37.7421671, 'longitude': 144.9045718}",2.804286331156046,"Hey Jude's is a really popular coffee shop in Essendon. Really good food and quick service. Amazing coffee. Outdoor dining area, good menu and a relaxed atmosphere. Reasonable prices.",[],"['lunch', 'coffee', 'cuisine', 'feature', 'district', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-essendon', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/2651176398', 'source_id': 'openstreetmap'}]",,5.608572662312092,1,1,0,0,1,0,['unknown'],medium,-37.7421671,144.9045718
268,T__c1495bd41867,LoLo & Wren,"{'latitude': -37.758199, 'longitude': 144.939661}",2.804219404641279,LoLo & Wren is an asian restaurant in Melbourne. Good pancake and friendly service. Excellent coffee in a nice atmosphere. Has outdoor seating. Reasonable prices.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'cuisine-Pancake', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/2128117105', 'source_id': 'openstreetmap'}]",,5.608438809282558,1,1,0,0,1,0,['Pancake'],medium,-37.758199,144.939661
269,T__56e5f52bbf27,Minamishima,"{'latitude': -37.81975207477085, 'longitude': 145.00507401561492}",2.804194378076695,"Minamishima is a japanese restaurant in Richmond, popular for its really good wines and flawless sake. Good sushi and excellent service. Expensive menu and peaceful interior. Fantastic ambience. Reasonable prices.",[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'cuisine-Wine', 'cuisine-Sushi', 'eatingout_time', 'cuisine-Seafood', 'cuisine-Japanese', 'district-richmond', 'poitype-Restaurant', 'district-north_richmond', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.60838875615339,0,1,1,0,0,0,"['Wine', 'Sushi', 'Seafood', 'Japanese']",medium,-37.81975207477085,145.00507401561492
270,T__e03fb7bd2052,La Petite Crêperie,"{'latitude': -37.8138954, 'longitude': 144.9615104}",2.803988266834624,"French coffee shop with an outdoor terrace, located close to the Peter Bray Gallery. Excellent food and friendly staff. Good coffee. Really good value for money and a fantastic atmosphere.",[],"['lunch', 'coffee', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'district-cbd', 'poitype-Cafe', 'cuisine-French', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/4757419322', 'source_id': 'openstreetmap'}]",,5.607976533669248,1,1,0,0,1,0,['French'],medium,-37.8138954,144.9615104
271,T__ae904bad4139,Scugnizzo,"{'latitude': -37.81514716980472, 'longitude': 144.9558794523332}",2.8039708007778534,"Little restaurant with a really good wine list, located on the main street. Scugnizzo is a place worth considering for its good wines. A really friendly owner and a friendly ambience. Fantastic value for money.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'cuisine-Wine', 'district-cbd', 'cuisine-Pizza', 'eatingout_time', 'cuisine-Italian', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",2.0,5.607941601555707,0,1,1,0,1,0,"['Wine', 'Pizza', 'Italian']",medium,-37.81514716980472,144.9558794523332
272,T__cf36c0d78dec,The Foreigner,"{'latitude': -37.7664626, 'longitude': 145.0445918}",2.8037800596208515,Rustic coffee shop with reasonable portions. The Foreigner is definitely a place worth considering for its excellent food and good coffee. Friendly staff and a vibrant ambience. Really reasonable prices.,[],"['lunch', 'coffee', 'cuisine', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/8867059319', 'source_id': 'openstreetmap'}]",,5.607560119241703,1,1,0,0,1,0,['unknown'],medium,-37.7664626,145.0445918
273,T__27f6549ca526,Touchwood,"{'latitude': -37.819564, 'longitude': 145.0075537}",2.803620666753739,"Touchwood is a coffee shop in Richmond. Fantastic food and good coffee. Nice garden, traditional menu and an amazing ambience. Friendly service. Reasonable prices.",[],"['lunch', 'coffee', 'cuisine', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-richmond', 'district-north_richmond', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/node/4305619897', 'source_id': 'openstreetmap'}]",,5.607241333507478,1,1,0,0,1,0,['unknown'],medium,-37.819564,145.0075537
274,T__4ac9d511c355,Leroy Espresso,"{'latitude': -37.869660037025795, 'longitude': 144.98061292006557}",2.8035269513171066,"One of the best vegetarian restaurants in the area. Located in the centre in Melbourne. Leroy Espresso is a good choice for its tasty food and amazing coffee. A quite extensive menu, large portions, friendly service and a fantastic ambience. Reasonable prices.",[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'district-st_kilda', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/', 'source_id': 'openstreetmap'}]",,5.607053902634213,1,1,1,0,1,0,['unknown'],medium,-37.869660037025795,144.98061292006557
275,T__cd33001444b1,Fonda Mexican,"{'latitude': -37.8147498, 'longitude': 144.9732022}",2.8033760738064055,"Mexican restaurant with big portions, located in the centre. Fantastic food and outstanding service. Good cocktails in a casual atmosphere.",[],"['lunch', 'dinner', 'cuisine', 'feature', 'district', 'eatingout', 'district-cbd', 'eatingout_time', 'cuisine-Mexican', 'cuisine-Cocktail', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/4721629193', 'source_id': 'openstreetmap'}]",,5.606752147612811,0,1,1,0,0,0,"['Mexican', 'Cocktail']",medium,-37.8147498,144.9732022
276,T__2307743be63b,Philhellene,"{'latitude': -37.76941833317113, 'longitude': 144.92537864011555}",2.8032963268815765,"The best dining in the area, as some people say. Located in a lively zone in Moonee Ponds. Philhellene is a good option for its delicious desserts. Good wine list and beautiful dining area. Excellent value for money and a fantastic atmosphere. Friendly staff.",[],"['lunch', 'dinner', 'cuisine', 'district', 'icecream', 'eatingout', 'cuisine-Wine', 'cuisine-Greek', 'eatingout_time', 'cuisine-Dessert', 'poitype-Restaurant', 'district-moonee_ponds', 'eatingout_establishment']","[{'url': 'http://www.openstreetmap.org/way/204658155', 'source_id': 'openstreetmap'}]",2.0,5.606592653763153,0,1,1,0,0,1,"['Wine', 'Greek', 'Dessert']",medium,-37.76941833317113,144.92537864011555
277,T__280994fb00c1,Corner & Bench,"{'latitude': -37.814528, 'longitude': 144.961567}",2.803278579075461,Corner & Bench is a fantastic restaurant in Melbourne close to the Peter Bray Gallery. Really good food. Good coffee and happy staff. Large portions. Reasonable prices and a lovely atmosphere.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'district-cbd', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/614492382', 'source_id': 'openstreetmap'}]",1.0,5.606557158150922,1,1,0,0,1,0,['unknown'],cheap,-37.814528,144.961567
278,N__1427579135,Mr Tulk,"{'latitude': -37.8095603, 'longitude': 144.9646236}",2.8032388615556334,One of the best vegetarian restaurants in town. Located close to the Coop's Shot Tower in Melbourne. Mr Tulk is definitely a place worth considering for its good food. A divine menu. Fantastic value for money and a relaxed ambience. Friendly staff.,[],"['lunch', 'coffee', 'dinner', 'cuisine', 'feature', 'district', 'breakfast', 'eatingout', 'district-cbd', 'poitype-Cafe', 'eatingout_time', 'feature-Takeaway', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/1427579135', 'source_id': 'openstreetmap'}]",1.0,5.606477723111267,1,1,1,0,1,0,['unknown'],cheap,-37.8095603,144.9646236
279,T__63a526da48de,Red Cup Cafe,"{'latitude': -37.8195855, 'longitude': 145.1339899}",2.8029768410365854,"The best muffins in town, according to some people. Red Cup Cafe is a place worth considering for its good food. Big portions and a fantastic atmosphere. Excellent service.",[],"['lunch', 'coffee', 'cuisine', 'district', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'district-box_hill', 'eatingout_establishment', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/node/6235492785', 'source_id': 'openstreetmap'}]",,5.605953682073171,1,1,0,0,1,0,['unknown'],medium,-37.8195855,145.1339899
280,T__3e1f01e044c9,Hakata Gensuke,"{'latitude': -37.812281, 'longitude': 144.968061}",2.8028851389863543,"Hakata Gensuke is a japanese restaurant in Melbourne close to the Velasquez Gallery, famous for its good spicy food and really good ramen. A really simple menu. Really reasonable prices and an original ambience. Really quick service. Typically frequented by wonderful people.",[],"['lunch', 'dinner', 'cuisine', 'district', 'eatingout', 'district-cbd', 'cuisine-Spicy', 'eatingout_time', 'cuisine-Japanese', 'poitype-Restaurant', 'cuisine-Fried_chicken', 'eatingout_establishment', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/3261072061', 'source_id': 'openstreetmap'}]",,5.6057702779727085,0,1,1,0,0,0,"['Spicy', 'Japanese', 'Fried_chicken']",medium,-37.812281,144.968061
281,T__fb0d7850d680,Merchants Guild,"{'latitude': -37.92106541016052, 'longitude': 145.0567975852273}",2.8028658957723716,Merchants Guild is a nice coffee shop in Melbourne. Fantastic coffee. Delicious menu and outside garden. Friendly staff and a warm atmosphere. Expensive prices.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'breakfast', 'character', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating', 'character-Popular_with_locals']","[{'url': 'http://www.openstreetmap.org/way/641539892', 'source_id': 'openstreetmap'}]",,5.605731791544743,1,1,0,0,1,0,['unknown'],medium,-37.92106541016052,145.0567975852273
282,T__32e32dcf8a86,City Wine Shop,"{'latitude': -37.810953, 'longitude': 144.972615}",2.7838585191225906,"City Wine Shop is a bar in Melbourne close to the Velasquez Gallery. Delicious food. Good coffee and friendly staff. An extensive menu, quite large portions and a fantastic atmosphere. Expensive prices.",[],"['lunch', 'coffee', 'dinner', 'drinks', 'cuisine', 'feature', 'district', 'eatingout', 'nightlife', 'poitype-Bar', 'cuisine-Wine', 'district-cbd', 'eatingout_time', 'cuisine-Dessert', 'cuisine-Italian', 'feature-Takeaway', 'cuisine-Schnitzel', 'poitype-Restaurant', 'eatingout_establishment', 'feature-Outdoor_seating', 'district-melbourne_central_business_district']","[{'url': 'http://www.openstreetmap.org/node/2217854718', 'source_id': 'openstreetmap'}]",2.0,6.007566699250967,0,1,1,1,1,0,"['Wine', 'Dessert', 'Italian', 'Schnitzel']",medium,-37.810953,144.972615
283,T__f7e07f55d9ab,Mixed Business,"{'latitude': -37.7854672, 'longitude': 144.9943783}",2.7828047932193485,Mixed Business is a local coffee shop in Melbourne. Amazing food and good coffee. An excellent menu and a nice atmosphere. Quick service. Reasonable prices. Typically frequented by young people.,[],"['lunch', 'coffee', 'cuisine', 'feature', 'breakfast', 'eatingout', 'poitype-Cafe', 'eatingout_time', 'eatingout_establishment', 'feature-Outdoor_seating']","[{'url': 'http://www.openstreetmap.org/node/1239439411', 'source_id': 'openstreetmap'}]",1.0,5.565609586438697,1,1,0,0,1,0,['unknown'],cheap,-37.7854672,144.9943783
